insult,Unnamed: 0,date,target,tweet
Just can't read speeches!,1,1,1,1
Just confirms all of the terrible things that were done,1,1,1,1
Just doesn't work!,1,1,1,1
LYIN' TED,1,1,1,1
Lamestream Media being laughed at all over the world!,1,1,1,1
"Lamestream Media ,refuses to report the truth or facts accurately",1,1,1,1
"Lamestream Media ,Fake News",1,1,1,1
"Lamestream Media  very dangerous & corrupt people, who will do anything to win",1,1,1,1
Lamestream Fake News Media,1,1,1,1
"LameStream Media has gone totally CRAZY! now beyond Fake, they are Corrupt",1,1,1,1
"LameStream Media ,  more Fake News",1,1,1,1
Lame Duck Speaker,1,1,1,1
LYIN’ SHIFTY SCHIFF,1,1,1,1
LOST ALL CREDIBILITY!,1,1,1,1
Just doesn’t get it,1,1,1,1
LIES!,1,1,1,1
LIED at the debate last night,1,1,1,1
LIE!,1,1,1,1
LEAKS,1,1,1,1
LEAK information to the Fake News,1,1,1,1
King Elijah’s Baltimore Fail,1,1,1,1
King Elijah,1,1,1,1
Just watched Rep. Eric Swalwell be asked endless softball questions by @marthamaccallum on @FoxNews about the phony Witch Hunt. He was just forced out of the Democrat Presidential Primary because he polled at ZERO. Fox sure ain’t what it used to be. Too bad!,1,1,1,1
Just trying to get even for firing him like the sick puppy he is!,1,1,1,1
Jeb failed as Jeb,1,1,1,1
Ivanka has been treated so unfairly by @Nordstrom,1,1,1,1
"If the Fed had done its job properly, which it has not, the Stock Market would have been up 5000 to 10,000 additional points",1,1,1,1
Its disinformation and propaganda attack on the United States and Europe is a disgrace,1,1,1,1
"In his time, he was weak & gave away everything to everybody",1,1,1,1
"In 7 years, when I am no longer in office, their ratings will dry up and they will be gone!",1,1,1,1
In 6 years they will be gone,1,1,1,1
Impossible result!,1,1,1,1
Impeachment nonsense is just a continuation of the Witch Hunt Hoax,1,1,1,1
Impeachment hoax,1,1,1,1
Impeachment Witch Hunt is now OVER,1,1,1,1
Impeachment Witch Hunt,1,1,1,1
Impeachment King,1,1,1,1
"Impeachment Hoax, just a continuation of the Witch Hunt",1,1,1,1
Impeachment Hoax Trial,1,1,1,1
Impeachment Hearing Hoax,1,1,1,1
Impeach Schiff for FRAUD,1,1,1,1
Illinois has no place to go,1,1,1,1
Illegal deletion,1,1,1,1
"If you vote for Biden, your kids will not be in school, there will be no graduations, no weddings, no Thanksgiving, no Christmas, and no Fourth of July!",1,1,1,1
"If we let Crooked run the govt, history will remember 2017 as the year America lost its independence",1,1,1,1
"If they were legit, they would be doing far better",1,1,1,1
"If the virus disappeared tomorrow, they would say we did a really poor, and even incompetent, job",1,1,1,1
"If the players stood proudly for our Flag and Anthem, and it is all shown on broadcast, maybe ratings could come back?",1,1,1,1
"If the Radical Left Democrats were sane, which they are not",1,1,1,1
"In the history of our Country, they have never been so bad!",1,1,1,1
Incredible stupidity!,1,1,1,1
"Indiana’s most unsuccessful city, by far!",1,1,1,1
"It is being reported by virtually everyone, and is a fact, that the media pile on against me is the worst in American political history!",1,1,1,1
It's politicians like Cardin that have destroyed Baltimore.,1,1,1,1
It would be impossible to fully explain how dishonest they are!,1,1,1,1
It would be great if the 9th Circuit was indeed an “independent judiciary”,1,1,1,1
It will also look terrible,1,1,1,1
It was my great honor to fire James Comey!,1,1,1,1
It only seems to get worse,1,1,1,1
It is “HELL” dealing with the Dems,1,1,1,1
It is worse than Fake News @CNN,1,1,1,1
It is killing the R Party,1,1,1,1
It is all nothing less than unfair news coverage and Dem commercials,1,1,1,1
Interest rate way too high,1,1,1,1
Is what they have done legal?,1,1,1,1
Is the Special Counsel/Justice Department leaking my lawyers letters,1,1,1,1
Is she allowed to so collude?,1,1,1,1
Is our president insane?,1,1,1,1
Irrelevant!,1,1,1,1
Irrelevant dope!,1,1,1,1
Iraq war monger,1,1,1,1
Iran ripped us off by making one of the best deals of any kind in history,1,1,1,1
Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!,1,1,1,1
Oil prices are artificially Very High!,1,1,1,1
One of the WORST governors in the USA,1,1,1,1
One of the worst polls,1,1,1,1
So sad,1,1,1,1
"Story on John Kelly isn’t true, just another hit job!",1,1,1,1
Story after story is made up garbage - more like a poorly written novel than good reporting,1,1,1,1
"Stories that should be good, are bad",1,1,1,1
"Stories that should be bad, are horrible",1,1,1,1
"Stories are written that have absolutely no basis in fact,  The writers don’t even call asking for verification",1,1,1,1
Stop talking!,1,1,1,1
Stop playing games and start saving lives!!!,1,1,1,1
Stop complaining and get the job done!,1,1,1,1
Stop complaining,1,1,1,1
States and Cities throughout our Country are being cheated and treated so badly by online retailers,1,1,1,1
State of Nevada “thinks” that they can send out illegal vote by mail ballots,1,1,1,1
SpyGate,1,1,1,1
Sooo Boring,1,1,1,1
Someday I will tell the real story on him,1,1,1,1
Somebody please wake up Mitt Romney,1,1,1,1
"Some are very tough, hardened criminals",1,1,1,1
Socialist,1,1,1,1
So-called comedian,1,1,1,1
"So unfair Jeff, Double Standard",1,1,1,1
So totally dishonest!,1,1,1,1
So stupid,1,1,1,1
Stupid Trade!,1,1,1,1
Such Fake reporting,1,1,1,1
Such a big story that will never be covered by the Fake News,1,1,1,1
TERRIBLE,1,1,1,1
THIS ELECTION IS UNDER PROTEST!,1,1,1,1
"THE WHOLE SCAM INVESTIGATION, THE MUELLER REPORT AND EVERYTHING ELSE FOR THREE YEARS, WAS A FIXED HOAX",1,1,1,1
THE REAL OPPOSITION PARTY!,1,1,1,1
THE PARTY IN POWER ILLEGALLY SPIED ON MY CAMPAIGN,1,1,1,1
THE IMPEACHMENT HOAX,1,1,1,1
THE FAKE NEWS MEDIA IS THE OPPOSITION PARTY,1,1,1,1
THE FAKE IMPEACHMENT INQUIRY IS NOW DEAD,1,1,1,1
THE BIGGEST OF ALL POLITICAL SCANDALS (IN HISTORY)!!!,1,1,1,1
TERRIBLE!!!,1,1,1,1
Such xenophobia and racism,1,1,1,1
Such a disgrace,1,1,1,1
Such poor leadership ability,1,1,1,1
Such lies almost everything they were saying was the opposite of the truth,1,1,1,1
Such lies,1,1,1,1
Such hatred!,1,1,1,1
"Such a “puff piece” on Nancy Pelosi by @60minutes,",1,1,1,1
Such a waste of time,1,1,1,1
Such a total miscarriage of Justice,1,1,1,1
Such a farce,1,1,1,1
Such a dishonest person,1,1,1,1
"So sad and unfair,  Disgraceful!",1,1,1,1
So ridiculous,1,1,1,1
TOTALLY UNTRUE,1,1,1,1
So pathetic,1,1,1,1
Slimeball!,1,1,1,1
SleepyCreepy Joe,1,1,1,1
Sleepy!,1,1,1,1
Sleepy eyes,1,1,1,1
Sleepy and Very Slow,1,1,1,1
Sleepy Joe’s poor work ethic,1,1,1,1
Sleepy Joe’s,1,1,1,1
Sleepy Joe’,1,1,1,1
Sleepy Joe is out of it!!!,1,1,1,1
Sleepy Joe is definitely a Low IQ person!,1,1,1,1
Sleepy Joe Hiden’,1,1,1,1
Sleepy Joe Biden.”,1,1,1,1
"Sleepy Eyes,  Sad to watch!",1,1,1,1
Sleepy,1,1,1,1
Sleep Joe,1,1,1,1
Sleazy,1,1,1,1
Sinclair is far superior to CNN,1,1,1,1
Sick Journalism,1,1,1,1
Shows are predictable garbage!,1,1,1,1
Shouldn't be on the air!,1,1,1,1
Should never have been allowed to begin,1,1,1,1
Slippery James Comey,1,1,1,1
Sloppy Steve Bannon,1,1,1,1
Small audience,1,1,1,1
So hard to believe that Lindsey Graham would be against saving soldier lives & billions of $$$,1,1,1,1
So naive!,1,1,1,1
So much corruption,1,1,1,1
So much Fake News!,1,1,1,1
So much Fake News is being reported,1,1,1,1
So much Fake News,1,1,1,1
So many lies,1,1,1,1
So many incorrect facts,1,1,1,1
So many BAD decisions,1,1,1,1
So hard to watch @FoxNews anymore,1,1,1,1
So funny to watch the Fake News Media try to dissect & distort every word in as negative a way as possible,1,1,1,1
Sneaky Dianne Feinstein,1,1,1,1
So funny to watch Schumer groveling,1,1,1,1
So foolish!,1,1,1,1
So dishonest!,1,1,1,1
So disgusting,1,1,1,1
So disgraceful,1,1,1,1
"So biased, inaccurate and bad",1,1,1,1
So bad for America!,1,1,1,1
So Crazy,1,1,1,1
So CROOKED,1,1,1,1
TOTALLY CORRUPT,1,1,1,1
TREASON!,1,1,1,1
Only defame & belittle!,1,1,1,1
The appointment of the Special Counsel is totally UNCONSTITUTIONAL!,1,1,1,1
The outside world does not see the truth from them!,1,1,1,1
The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists,1,1,1,1
The only thing James Comey ever got right was when he said that President Trump was not under investigation!,1,1,1,1
The only people who’ve benefited from his policies are himself & his family,1,1,1,1
The only ones who won’t do anything,1,1,1,1
The only Collusion was that done by Democrats,1,1,1,1
The most corrupt administration in U.S. history,1,1,1,1
The money was stolen or wasted. Ask Elijah Cummings where it went. He should investigate himself with his Oversight Committee!,1,1,1,1
The lie of the year is that Joe Biden won!,1,1,1,1
The least effective of our 53 Republican Senators,1,1,1,1
The hearings were a disaster for Robert Mueller,1,1,1,1
The greatest con-job in the history of American Politics!,1,1,1,1
The greatest Witch Hunt in political history!,1,1,1,1
The greatest Witch Hunt in U.S. history,1,1,1,1
The greatest Scam in political history,1,1,1,1
The greatest Hoax in American History,1,1,1,1
The greatest Election Fraud in our history,1,1,1,1
The great Scam continues,1,1,1,1
The great Democrat disgrace,1,1,1,1
The cost of ObamaCare is far too high for our great citizens,1,1,1,1
"The booing at the NFL football game last night, when the entire Dallas team dropped to its knees, was loudest I have ever heard. Great anger",1,1,1,1
The people of Colorado had their vote taken away from them by the phony politicians.,1,1,1,1
The people of South Carolina are embarrassed by Nikki Haley!,1,1,1,1
The political Crime of the Century!,1,1,1,1
Their network is highly overrated,1,1,1,1
"There has never been a time in the history of our Country that the Media was so Fraudulent, Fake, or Corrupt! I only hope that a big part of my legacy will be the exposing of massive dishonesty in the Fake News!",1,1,1,1
There are many outlets that are far more trusted,1,1,1,1
"Their ‘sources’ are made up, pure fiction!",1,1,1,1
"Their sources often don’t even exist, a fraud",1,1,1,1
"Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!",1,1,1,1
Their reporting is fiction,1,1,1,1
Their quantitative tightening was another big mistake,1,1,1,1
Their political system is broken,1,1,1,1
"Their news on me is fiction,  a disgrace to the broadcasting industry,  an arm of the Clinton campaign",1,1,1,1
Their is nothing bipartisan about him,1,1,1,1
The press has gone Crazy,1,1,1,1
Their countries are delinquent,1,1,1,1
Their ObamaCare is dead,1,1,1,1
The writer of the now proven false story,1,1,1,1
The truth is very bad for their mission!,1,1,1,1
The statement put out yesterday by @FoxNews was a disgrace to good broadcasting and journalism,1,1,1,1
The rules are rigged by Pelosi & Schiff,1,1,1,1
The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,1,1,1,1
The reporter who pulled-back from his 14 year old never retracted story is having fun. I don't know what he looks like and don't know him!,1,1,1,1
The press is so dishonest that we no longer have Freedom of the Press,1,1,1,1
The biggest difference between now and 2016 is @FoxNews. They are a whole different deal,1,1,1,1
The United States does not need John Kerry’s possibly illegal Shadow Diplomacy,1,1,1,1
TREASONOUS,1,1,1,1
"The Times is DEAD, long live The New York Times",1,1,1,1
The Fake (Corrupt) News Media,1,1,1,1
The Failing New York Times,1,1,1,1
The Failing @nytimes,1,1,1,1
The Do Nothings are so bad for our Country,1,1,1,1
The Democrats are lucky that they don’t have any Mitt Romney types,1,1,1,1
The Democrat position on abortion is now so extreme that they don’t mind executing babies AFTER birth,1,1,1,1
The DEDUCTIBLE which comes with ObamaCare is so high that it is practically not even useable!,1,1,1,1
The Crooked one,1,1,1,1
The 2020 Election will be totally rigged if Mail-In Voting is allowed to take place,1,1,1,1
The 13 Angry Democrats,1,1,1,1
The 'debate' tonight will be a total disaster,1,1,1,1
The 'Unaffordable' Care Act,1,1,1,1
"The $40,000,000 Commissioner",1,1,1,1
That's all they are good at!,1,1,1,1
Tester should resign,1,1,1,1
Tester should lose race in Montana,1,1,1,1
Terrible panel,1,1,1,1
Take two weeks off and come back rested. Chill!,1,1,1,1
Tainted,1,1,1,1
TRYING TO DESTROY THE REPUBLICAN PARTY AND ALL THAT IT STANDS FOR,1,1,1,1
TREMENDOUS Lawlessness,1,1,1,1
The Fake News,1,1,1,1
The Fake News Media,1,1,1,1
"The Fake News Media builds Bob Mueller up as a Saint, when in actuality he is the exact opposite",1,1,1,1
The Impeachment Hoax is a disgrace,1,1,1,1
The Ted Cruz wiseguy apology to the people of New York is a disgrace,1,1,1,1
The State doesn’t get it!,1,1,1,1
The Russian Witch Hunt Hoax,1,1,1,1
The Robert Mueller Rigged Witch Hunt,1,1,1,1
The Radical Left Democrats have gone Crazy!,1,1,1,1
The Pelosi/Schumer Puppet,1,1,1,1
The Opposition Party (Lamestream Media),1,1,1,1
The New York Times should close its doors and throw away the keys,1,1,1,1
The Mueller Witch Hunt,1,1,1,1
The Greatest Witch Hunt of all time,1,1,1,1
The Fake News Media is being laughed at all over the world!,1,1,1,1
The Greatest Witch Hunt in the history of the USA!,1,1,1,1
The Greatest Witch Hunt in U.S. history by far!,1,1,1,1
The Greatest Witch Hunt in American History,1,1,1,1
The Greatest Presidential Harassment in history,1,1,1,1
The Great Hoax,1,1,1,1
The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!,1,1,1,1
The Fed doesn’t have a clue!,1,1,1,1
The Fake News is working overtime,1,1,1,1
The Fake News Media is the true Enemy of the People!,1,1,1,1
Should have been thankful for the terrible deal the U.S. made with them!,1,1,1,1
Should have been fired!,1,1,1,1
Should have been built like rest of Wall,1,1,1,1
Protected Joe all night long,1,1,1,1
RIPOFF DRUG PRICES!,1,1,1,1
RINOS’ and stupid people,1,1,1,1
RINOS,1,1,1,1
"RINO, ‘Mitch’s boy’",1,1,1,1
RINO losers,1,1,1,1
RIGGED?,1,1,1,1
RIGGED the system to illegally steal the Primary from Bernie Sanders,1,1,1,1
RIGGED ELECTION!!!,1,1,1,1
RIGGED ELECTION!,1,1,1,1
REFUSE to look at the real corruption,1,1,1,1
RATINGS HAVE CRASHED,1,1,1,1
Quantitative tightening was a killer,1,1,1,1
Pyramids built for grain storage - don't people get it?,1,1,1,1
"Put Dinner to rest, or start over!",1,1,1,1
Purposely phony reporting.,1,1,1,1
Purposely incorrect stories,1,1,1,1
"Pure fiction, made up to demean",1,1,1,1
Publicity seeking,1,1,1,1
Public Airwaves = Fake News,1,1,1,1
Psycho Joe “What Ever Happened To Your Girlfriend?” Scarborough,1,1,1,1
Psycho Joe,1,1,1,1
RUDE and NASTY.,1,1,1,1
Racist at the highest level and with great Anger and Hate,1,1,1,1
Radical Left Dem Mayor,1,1,1,1
"Radical Left, Do Nothing Democrat Party",1,1,1,1
Radical Socialist Democrats,1,1,1,1
Radical Liberal Dems,1,1,1,1
Radical Liberal Democrat,1,1,1,1
"Radical Left, vicious and desperate",1,1,1,1
"Radical Left, Do Nothing Dems Scam attack",1,1,1,1
"Radical Left, Do Nothing Dems",1,1,1,1
"Radical Left, Do Nothing Democrats vicious, will say anything,Liars",1,1,1,1
"Radical Left, Do Nothing Democrats have gone CRAZY",1,1,1,1
