insult,Unnamed: 0,date,target,tweet
"the real crime is what the Dems are doing, and have done!",1,1,1,1
the real Opposition Party,1,1,1,1
the puppet of the Left,1,1,1,1
the place is a mess - nothing works,1,1,1,1
the pipe organ for the Democrat Party,1,1,1,1
the phony Witch Hunt is a giant scam,1,1,1,1
the phony Democrat excuse for losing the election,1,1,1,1
"the party of high taxes, high crime, open borders, late-term abortion, socialism, blatant corruption, and the total destruction of your Second Amendment",1,1,1,1
the only network that does not even mention my very successful event last night,1,1,1,1
the only collusion is with Hillary Clinton and the FBI/Russia,1,1,1,1
the one-sided hatred,1,1,1,1
the number one most dangerous country in the world,1,1,1,1
the most unfair witch-hunt in the history of Congress,1,1,1,1
the most unfair hearings in American History,1,1,1,1
the most unfair Witch Hunt in the history of the U.S. Congress,1,1,1,1
the most ridiculous Impeachment hearings in history,1,1,1,1
the most overrated person on tv,1,1,1,1
the most overrated person in politics,1,1,1,1
the most overrated anchor,1,1,1,1
the real predators,1,1,1,1
the ridiculous Witch Hunt Hoax,1,1,1,1
the same group of haters that got it even more wrong in 2016,1,1,1,1
the worst CIA Director in our country’s history,1,1,1,1
"the worst leader, by far, in the history of the FBI",1,1,1,1
the worst ever,1,1,1,1
the worst economic deal in U.S. history,1,1,1,1
the worst debate performance in the history of politics,1,1,1,1
the worst and most inaccurate poll of any taken prior to the 2016 Election,1,1,1,1
the worst and most corrupt political Witch Hunt in the history of the United States,1,1,1,1
the worst Trade Deal ever made,1,1,1,1
the worst Mayor in the history of New York City,1,1,1,1
the worst FBI Director in history,1,1,1,1
the worst (and biggest) loser of all time,1,1,1,1
the single greatest WITCH HUNT in American political history,1,1,1,1
the world’s most overrated General,1,1,1,1
the world’s leading state sponsor of terror,1,1,1,1
"the whole Mueller investigation was illegally set up based on a phony and now fully discredited Fake Dossier, lying and forging documents to the FISA Court, and many other things",1,1,1,1
the weak and ineffective RINO section,1,1,1,1
the ultimate hypocrite,1,1,1,1
the true Enemy of the People,1,1,1,1
the true ENEMY OF THE PEOPLE!,1,1,1,1
"the trade deal is a disaster, she was always for it!",1,1,1,1
the system is rigged,1,1,1,1
the most one sided Witch Hunt in the history of our country,1,1,1,1
the most lopsided & unfair basement hearing in the history of Congress,1,1,1,1
the most inaccurate coverage constantly,1,1,1,1
the greatest con job in the history of American politics,1,1,1,1
the leader of the Rigged Witch Hunt,1,1,1,1
the kind of opponent everyone dreams of!,1,1,1,1
the guy right now in his basement unwilling to lead or even speak out against crime,1,1,1,1
the guardian of Amazon not paying internet taxes,1,1,1,1
the greatest scandal in American political history,1,1,1,1
"the greatest political, criminal, and subversive scandal in USA history",1,1,1,1
the greatest political scandal in the history of the United States,1,1,1,1
the greatest political scam in U.S. history,1,1,1,1
the greatest political crime in its history,1,1,1,1
the greatest Rigged Election in history,1,1,1,1
the least productive Senator in the U.S. Senate,1,1,1,1
the greatest Hoax in the history of American politics,1,1,1,1
the greatest Hoax in American history!,1,1,1,1
the greatest Election Fraud in the history of the United States,1,1,1,1
the greatest Criminal Hoax in American History!,1,1,1,1
the great success of this Administration is making them do and say things that even they can't believe they are saying,1,1,1,1
the gift that keeps on giving for the Republican Party,1,1,1,1
the enemy of the people!,1,1,1,1
the dummy running Portland,1,1,1,1
the dumbest man on television (with terrible ratings!),1,1,1,1
the leakin' monster of no control,1,1,1,1
the lightweight from Florida,1,1,1,1
the most hated part of ObamaCare,1,1,1,1
the most corrupt Administration in the history of our Country,1,1,1,1
the most dishonest man in politics,1,1,1,1
the most corrupt person to ever run for the presidency of the United States,1,1,1,1
the most corrupt person in Congress,1,1,1,1
the most corrupt in history,1,1,1,1
the most corrupt election in the history of our Country,1,1,1,1
"the most corrupt election in history, by far!",1,1,1,1
the most corrupt election (by far!) in the history of the USA,1,1,1,1
the most corrupt Election is USA history,1,1,1,1
the most corrupt Election in American History!,1,1,1,1
the most RIGGED Election in our nations history,1,1,1,1
the lightweight no show Senator from Florida,1,1,1,1
the most Corrupt Member of Congress!,1,1,1,1
the most CORRUPT in HISTORY!,1,1,1,1
the mess that I inherited,1,1,1,1
the man who ‘choked’ and let us all down,1,1,1,1
the lowest of them all,1,1,1,1
the loss by the Dems was so big,1,1,1,1
the living embodiment of the decrepit and depraved political class,1,1,1,1
the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country,1,1,1,1
"the lightweight no show Senator from Florida, just another Washington politician",1,1,1,1
suicidal,1,1,1,1
suffers from plain old bad judgement!,1,1,1,1
suffers from BAD JUDGEMENT!,1,1,1,1
so-called comedian,1,1,1,1
so negative,1,1,1,1
so much money wasted,1,1,1,1
so mortifyingly stupid,1,1,1,1
so many people calling to say they are cutting up their Macy's credit card,1,1,1,1
so many lies and phony sources,1,1,1,1
so many lies,1,1,1,1
so many false statements and lies,1,1,1,1
so many Fake Stories and Anti-Trump lies,1,1,1,1
so look into all of the corruption on the “other side”,1,1,1,1
so knowingly inaccurate with their reporting,1,1,1,1
so irrelevant to the race,1,1,1,1
so incorrect I do not have time here to correct it,1,1,1,1
so inappropriate,1,1,1,1
so illegal!,1,1,1,1
so focused on hurting the Republican Party and the President that they are unable to get anything done,1,1,1,1
so far off it is ridiculous,1,1,1,1
"so false, biased and evil that it has now become a very sick joke",1,1,1,1
so dishonest!,1,1,1,1
so dishonest in his reporting,1,1,1,1
so disgusting in their bias,1,1,1,1
so careless,1,1,1,1
so negative it is impossible to watch,1,1,1,1
"so negative, getting even worse",1,1,1,1
so obviously rooting against us in our negotiations with North Korea,1,1,1,1
so totally wrong,1,1,1,1
so-called Fast Train,1,1,1,1
so-called Commission,1,1,1,1
so-called (says he has no power to do anything!) Governor,1,1,1,1
"so wrong, so often",1,1,1,1
so wrong,1,1,1,1
so weak on Crime,1,1,1,1
so untruthful!,1,1,1,1
"so unfair, and vicious",1,1,1,1
so totally wrong on transition,1,1,1,1
so tainted,1,1,1,1
so off,1,1,1,1
so stupid,1,1,1,1
so silent,1,1,1,1
so self righteous and ANGRY!,1,1,1,1
so sad!,1,1,1,1
so sad,1,1,1,1
so ridiculously wrong,1,1,1,1
so ridiculous,1,1,1,1
so phony!,1,1,1,1
so petrified of the ‘lefties’ in her party that she has lost control,1,1,1,1
so biased it is disgusting,1,1,1,1
so bad for the USA!,1,1,1,1
so bad for the USA,1,1,1,1
showing total disrespect to our Flag & Country,1,1,1,1
sick with hatred and dishonesty,1,1,1,1
sick partnership so pathetic to watch,1,1,1,1
sick losers with VERY bad ratings!,1,1,1,1
"sick and desperate, losing in so many ways",1,1,1,1
sick and deranged,1,1,1,1
sick agenda,1,1,1,1
sick & disgusting and bad for our Country,1,1,1,1
shut down our government in the interests of their far left base,1,1,1,1
"shows up every 4 years, and then goes back to D.C. and caters to his special interests",1,1,1,1
showed such disrespect for country!,1,1,1,1
simplistic writer,1,1,1,1
show like his previous shoebiz tries is a disaster used to BEG me to be on episodes of the Apprentice,1,1,1,1
shouldn’t be blaming the Federal Government for their own shortcomings,1,1,1,1
should take another eleven day 'unscheduled' vacation,1,1,1,1
should spend more time “doing” and less time “complaining”.,1,1,1,1
"should spend more time on fixing and helping his district, which is in horrible shape and falling apart",1,1,1,1
should spend more time in her her decaying city and less time on the Impeachment Hoax!,1,1,1,1
should respect me,1,1,1,1
should resign from office,1,1,1,1
should remember the only reason he is on TV and it’s not for being the Mooch!,1,1,1,1
silencing millions of people,1,1,1,1
simply an arm of the Democrat Party,1,1,1,1
so bad for our Country!,1,1,1,1
slow walking the signature verification in Georgia,1,1,1,1
so bad and one sided,1,1,1,1
so bad and hateful that it is beyond description,1,1,1,1
so bad,1,1,1,1
so awkward and goofy,1,1,1,1
so average in so many ways!,1,1,1,1
so average in every way,1,1,1,1
so against the working men and women of our country,1,1,1,1
small crowds,1,1,1,1
small and slightly failing magazine,1,1,1,1
slow to act,1,1,1,1
"since getting out, he has become nothing less than a loudmouth, partisan, political hack who cannot be trusted with the secrets to our country!",1,1,1,1
slow and political!,1,1,1,1
sloppy,1,1,1,1
sleepy Joe,1,1,1,1
sleazebag attorney,1,1,1,1
sleazebag & totally discredited,1,1,1,1
sits back in his basement and criticizes every move we make,1,1,1,1
sits back and does NOTHING,1,1,1,1
singlehandedly destroyed the Bernie Sanders campaign,1,1,1,1
single greatest Witch Hunt in American history,1,1,1,1
so-called angry crowds,1,1,1,1
so-called experts on Trump,1,1,1,1
suffers TDS at a level rarely seen,1,1,1,1
so-called judge,1,1,1,1
"story is a Fake, just like the “paper” itself",1,1,1,1
story is a BIG LIE,1,1,1,1
stories are fictional garbage,1,1,1,1
stop wasting time and energy on nonsense,1,1,1,1
stone cold loser,1,1,1,1
stone cold criminals,1,1,1,1
stolen,1,1,1,1
still trying to remain relevant by putting himself on ads begging for impeachment,1,1,1,1
still thinks Romney won,1,1,1,1
still not nice,1,1,1,1
still no good,1,1,1,1
still doing the Russians dirty work,1,1,1,1
still doesn't get it,1,1,1,1
started the illegal Rigged Witch Hunt,1,1,1,1
"started strong in the Democrat Primaries, and finished weak",1,1,1,1
started as the “insurance policy” long before I even got elected,1,1,1,1
stadiums that are now having a very hard time filling up,1,1,1,1
stacked with Trump Haters & Never Trumpers,1,1,1,1
stacked the deck against President Trump,1,1,1,1
squandered away or wasted never to be seen again,1,1,1,1
spied on my campaign!,1,1,1,1
story is totally made up,1,1,1,1
"stumbling, bumbling and grossly incompetent",1,1,1,1
stupid message,1,1,1,1
such a negative force when it comes to fixing healthcare,1,1,1,1
"suffering a major “breakdown”, ZERO credibility or respect",1,1,1,1
such stupidity!,1,1,1,1
such obstructionists,1,1,1,1
such hatred and scorn!,1,1,1,1
such disdain for Israel!,1,1,1,1
such bad reporting,1,1,1,1
such bad Island leadership,1,1,1,1
such a poor job with Covid and Crime,1,1,1,1
such a poor job of bringing the Island back to health,1,1,1,1
such a mess,1,1,1,1
stupidity,1,1,1,1
such a jerk!,1,1,1,1
such a faulty recommendation,1,1,1,1
such a disgusting statement,1,1,1,1
such a complete disaster,1,1,1,1
stupidly signed & unconstitutional consent decree,1,1,1,1
stupidly routed,1,1,1,1
stupidly lost 30% of our auto business to Mexico,1,1,1,1
stupidly abandoned,1,1,1,1
stupidity and disloyalty,1,1,1,1
spews FAKE NEWS & HATE,1,1,1,1
spent two years knowingly and unlawfully lying and leaking,1,1,1,1
spent trillions building up foreign countries while allowing OUR OWN infrastructure to fall into a state of total disrepair,1,1,1,1
"some very bad, conflicted & corrupt people",1,1,1,1
soooo wrong!,1,1,1,1
"sooo many trends are about me, and never a good one",1,1,1,1
"sooo bad for our Country, The Enemy of the People!",1,1,1,1
sometimes referred to as Suppression Polls,1,1,1,1
something which cannot do the job,1,1,1,1
something is just plain missing,1,1,1,1
someone who would come to my office 'begging' for campaign contributions not so long ago (and would do anything for them),1,1,1,1
someone who has done very little,1,1,1,1
some very untalented reporters,1,1,1,1
some of the worst trade deals and conditions ever seen by any government,1,1,1,1
sooooo wrong in their election coverage,1,1,1,1
some of the worst criminals on earth,1,1,1,1
some of the worst Trade Deals ever made by any country in the world,1,1,1,1
some of the dumbest people on television work for the Wall Street Journal,1,1,1,1
"sold out, suffered a massive ‘nervous breakdown’",1,1,1,1
sold John McCain a bill of goods,1,1,1,1
softball questions,1,1,1,1
soft,1,1,1,1
social pretender,1,1,1,1
so-called reporter,1,1,1,1
sooooo guilty,1,1,1,1
sources no longer matter to our corrupt & dishonest Mainstream Media,1,1,1,1
spent more dollars for NOTHING than any candidate in history,1,1,1,1
spends all of his time trying to hurt innocent people,1,1,1,1
spent and wasted many billions of dollars,1,1,1,1
spent a fortune of special interest money on a Super Bowl ad,1,1,1,1
spent 47 years in politics being terrible to Hispanics,1,1,1,1
spent 3 1/2 years illegally smearing me,1,1,1,1
spent $59 million & done,1,1,1,1
spent $430 million and lost ALL races,1,1,1,1
"spent $1,000 to register in New Hampshire & dropped out the next day. Such a waste!",1,1,1,1
spends too much time listening to his brother,1,1,1,1
"spends so much time speaking of the so-called Carbon footprint, and yet he flies all the way to Hawaii on a massive old 747",1,1,1,1
spends all of his time on television pushing the Dem loss excuse!,1,1,1,1
sources which don’t exist,1,1,1,1
spending too much time trying to prove Russian collusion with the Trump campaign,1,1,1,1
spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails,1,1,1,1
spending all of his time in NH,1,1,1,1
spending a lot of money on False Advertising,1,1,1,1
spending a fortune of special interest against me in SC,1,1,1,1
spending $millions on ads paid for by his N.Y. bosses,1,1,1,1
speech is 90% made up stories and lies,1,1,1,1
speaks with great disrespect about women,1,1,1,1
speak so badly of our Country,1,1,1,1
fawning over Sleepy Joe,1,1,1,1
doing TREMENDOUS damage to our Criminal Justice System,1,1,1,1
fatally flawed,1,1,1,1
Lyin’ James,1,1,1,1
May be worse than even @CNN!,1,1,1,1
"Massive late night mail-in ballot drops in swing states, stuffing the ballot boxes (on video), double voters, dead voters",1,1,1,1
Massive VOTER FRAUD took place,1,1,1,1
Massive FRAUD,1,1,1,1
Many stories & reports a pure fiction!,1,1,1,1
Many polls are much better,1,1,1,1
Many States want to decertify the mistake they made in certifying incorrect & even fraudulent numbers in a process  NOT approved by their State Legislatures,1,1,1,1
"Major loser, zero credibility!",1,1,1,1
Major lies written,1,1,1,1
Madness!,1,1,1,1
"Made up, phony facts",1,1,1,1
Made all sorts of crazy charges,1,1,1,1
Macy's stores suck and they are bad for U.S.A.,1,1,1,1
Macy's stock just dropped,1,1,1,1
MUST pay a big price for what they have done to our Country,1,1,1,1
MUST always be weak on crime!,1,1,1,1
"MSDNC (Comcast Slime) , Fake Media",1,1,1,1
MOST CORRUPT ELECTION IN U.S. HISTORY!,1,1,1,1
MESS,1,1,1,1
MEANINGLESS,1,1,1,1
MAYHEM!!!,1,1,1,1
"May even be worse than Fake News CNN, if that is possible!",1,1,1,1
Maybe Clapper is being nice to me so he doesn’t lose his Security Clearance for lying to Congress!,1,1,1,1
Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy,1,1,1,1
Miscarriage of justice,1,1,1,1
Most unfair & corrupt hearing in Congressional history!,1,1,1,1
Most fraudulent Election in history!,1,1,1,1
"Most corrupt Election in history, by far",1,1,1,1
Morning Psycho,1,1,1,1
Morning Joke,1,1,1,1
Mormons don't like LIARS!,1,1,1,1
More dishonest than anyone knows,1,1,1,1
More Fake News!,1,1,1,1
Moonface,1,1,1,1
"Mini Mike. No, I would rather run against you!",1,1,1,1
"Maybe they were watching in China, but I doubt it",1,1,1,1
"Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a chocker!",1,1,1,1
Mini Mike B,1,1,1,1
Millions of dollars being spent on false TV ads by special interest groups who own Rubio & Cruz,1,1,1,1
Mike Wallace wannabe,1,1,1,1
"Mexico’s attitude is that people from other countries, including Mexico, should have the right to flow into the U.S. & that U.S. taxpayers should be responsible for the tremendous costs",1,1,1,1
Messy system,1,1,1,1
Meet the Corrupt Press,1,1,1,1
McCarthyism at its WORST!,1,1,1,1
McCabe is Comey!!,1,1,1,1
MAKES WATERGATE LOOK LIKE SMALL POTATOES!,1,1,1,1
Lyin’ Brian Williams  dumber than hell,1,1,1,1
Much of the Media may be corrupt,1,1,1,1
"Lyin', he should drop out of the race-stop wasting time & money",1,1,1,1
Little Adam Schiff,1,1,1,1
Little @DonnyDeutsch,1,1,1,1
Likes what we are doing until the cameras go on,1,1,1,1
Lightweight choker,1,1,1,1
Lies,1,1,1,1
Lied Repeatedly,1,1,1,1
Liddle’ Bob,1,1,1,1
Liddle' Bob,1,1,1,1
Liddle Adam Schiff,1,1,1,1
Liar!,1,1,1,1
Let these terrible people go back to the Clinton Foundation and “Justice” Department!,1,1,1,1
Let Arizona down!,1,1,1,1
Less talk and more action!,1,1,1,1
"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",1,1,1,1
Leakin' James Comey!,1,1,1,1
Leakin' James Comey,1,1,1,1
Last victim was Mitt Romney - see how that turned out.,1,1,1,1
"Lamestream Media, out of control",1,1,1,1
Lamestream Media!,1,1,1,1
Lamestream Media wants us to fail,1,1,1,1
Lamestream Media is totally corrupt,1,1,1,1
Little Bob Corker,1,1,1,1
Little Donny,1,1,1,1
Little Jeff Zuker,1,1,1,1
Low Ratings Fake News,1,1,1,1
"Lyin',  can never beat Hillary Clinton",1,1,1,1
Lyin' Crooked,1,1,1,1
Lyin James Comey,1,1,1,1
Lowest rated Oscars in HISTORY,1,1,1,1
Low ratings @CNN,1,1,1,1
Low ratings,1,1,1,1
Low news and reporting standards,1,1,1,1
Low Ratings Psycho,1,1,1,1
Low Ratings Fake News MSDNC,1,1,1,1
Lost cred,1,1,1,1
Little credibility!,1,1,1,1
Lost all of its juice,1,1,1,1
Lost all credibility,1,1,1,1
Losing too much money. Great news!,1,1,1,1
Loser!,1,1,1,1
Loser,1,1,1,1
Look at this guy’s past and watch what happens to him,1,1,1,1
Look at their license?,1,1,1,1
Lobbyist for Amazon and taxes?,1,1,1,1
Little respected,1,1,1,1
Mr. Amnesty,1,1,1,1
Much of the media is a Scam!,1,1,1,1
Lamestream Media is CORRUPT!,1,1,1,1
No justice!,1,1,1,1
Not fit!,1,1,1,1
Not even watchable,1,1,1,1
Not capable!,1,1,1,1
Not a leader!,1,1,1,1
Not a fan,1,1,1,1
Not Likely Voters,1,1,1,1
Nobody wants Sleepy Joe as a leader,1,1,1,1
Nobody knows him,1,1,1,1
Nobody is watching,1,1,1,1
Nobody in 50 years has been WEAKER on China,1,1,1,1
Nobody can be this stupid,1,1,1,1
"No “guts,” no sense, no vision! A terrible communicator!",1,1,1,1
No wonder companies flee country!,1,1,1,1
No policy,1,1,1,1
No one will be SAFE in Joe Biden’s America!,1,1,1,1
"No one has been more wrong, more often",1,1,1,1
"No matter what you give to the Radical Left, Do Nothing Democrats, it will never be enough!",1,1,1,1
"No matter what you give to the Democrats, in the end, they will NEVER be satisfied",1,1,1,1
"No matter what I do or say, they will not write or speak truth",1,1,1,1
"No matter how well WE do, they find fault",1,1,1,1
"No matter how big or important the story, if it is even slightly positive for ‘us’, or negative for ‘them’, it will not be reported!",1,1,1,1
Not funny,1,1,1,1
Not good,1,1,1,1
Not honest!,1,1,1,1
Now they are worse!,1,1,1,1
Obstruction!,1,1,1,1
Obstructing the process,1,1,1,1
Obstructing,1,1,1,1
Obstruct,1,1,1,1
Obama flunky,1,1,1,1
OWNED by the Democrats,1,1,1,1
OBSTRUCTIONISTS!,1,1,1,1
OBSTRUCTION,1,1,1,1
Now worse!,1,1,1,1
Nothing works,1,1,1,1
"Not listened to, or respected",1,1,1,1
"Nothing will ever satisfy the Do Nothing, Radical Left Dems",1,1,1,1
Nothing will ever be good enough for them.,1,1,1,1
Nothing matters with him,1,1,1,1
Nothing funny,1,1,1,1
Nothing can be done to cure that giant scam. I win Michigan!,1,1,1,1
Not one Senator is endorsing Canada Ted!,1,1,1,1
Not nice,1,1,1,1
Not much power or insight!,1,1,1,1
Not much of an agreement we have!,1,1,1,1
No leadership in NFL!,1,1,1,1
No imagination!,1,1,1,1
Much of what they do is FAKE NEWS!,1,1,1,1
No help from Fed,1,1,1,1
Never got the ‘Trump thing’,1,1,1,1
Never been more voluminous or more inaccurate,1,1,1,1
Never a big fan!,1,1,1,1
Nervous Nancy an inherently “dumb” person,1,1,1,1
Nervous Nancy Pelosi  should be home cleaning up the dangerous & disgusting Slum she is making of her District in San Francisco,1,1,1,1
Nasty to people & would constantly miss meetings & work,1,1,1,1
Nancy’s teeth were falling out of her mouth,1,1,1,1
NYC HATES HIM!,1,1,1,1
NOTHING about Russia,1,1,1,1
NOT authorized to speak for me,1,1,1,1
NO FIGHT!,1,1,1,1
NFL should suspend him for remainder of season,1,1,1,1
NBC FAKE NEWS,1,1,1,1
NBC = CNN!,1,1,1,1
My rallies are not covered properly,1,1,1,1
My oh my has he changed-complete turn from years of talk!,1,1,1,1
My firing of James Comey was a great day for America,1,1,1,1
Must be stopped!,1,1,1,1
Mueller Witch Hunt,1,1,1,1
Mueller Rigged Witch Hunt,1,1,1,1
Mueller Angry Dems,1,1,1,1
Never had a clue,1,1,1,1
Never has the press been more inaccurate unfair or corrupt!,1,1,1,1
Never in U.S.history has anyone lied or defrauded voters like Senator Richard Blumenthal,1,1,1,1
"No Collusion, so they go crazy!",1,1,1,1
No good!,1,1,1,1
No good and will not be accepted!,1,1,1,1
No energy,1,1,1,1
No clue,1,1,1,1
"No Wisdom, No Courage!",1,1,1,1
"No Money, High Taxes & Crime",1,1,1,1
"No Due Process, Do Nothing Democrats",1,1,1,1
No Due Process Scam,1,1,1,1
No Due Process Hoax,1,1,1,1
No Collusion No Obstruction,1,1,1,1
Never in the history of our Country has the “press” been more dishonest than it is today,1,1,1,1
No Clue Fed!,1,1,1,1
No Clue Fed,1,1,1,1
Nightmare!,1,1,1,1
Next time I go to Vietnam I will ask “the Dick” to travel with me!,1,1,1,1
New York has gone to hell,1,1,1,1
Never worth watching,1,1,1,1
Never says anything good & never will,1,1,1,1
Never recovered from bad election call!,1,1,1,1
Never liked his style,1,1,1,1
"Lamestream Media is totally CORRUPT, the Enemy of the People",1,1,1,1
Lamestream Media has gone CRAZY!,1,1,1,1
farce,1,1,1,1
I saved his job,1,1,1,1
I would NEVER call him 'short and fat',1,1,1,1
"I won big, and he didn’t",1,1,1,1
I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!,1,1,1,1
I will sue him just for fun!,1,1,1,1
I will fix it. Hillary can't!,1,1,1,1
I watched him last night and truly believe he may be ‘punch-drunk’,1,1,1,1
I was never a fan,1,1,1,1
I was never a big fan,1,1,1,1
I unfairly get audited by the I.R.S. almost every single year.,1,1,1,1
I thought the NFL learned their lesson two years ago,1,1,1,1
"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!",1,1,1,1
I thought Chris was Fredo,1,1,1,1
I think the service is terrible!,1,1,1,1
I think something's going on w/them,1,1,1,1
I think a really long strike would be a great idea. Employees would get more money and we would get rid of Fake News for an extended period of time!,1,1,1,1
"I think Senator Blumenthal should take a nice long vacation in Vietnam, where he lied about his service, so he can at least say he was there",1,1,1,1
I strongly suggest turning your dial to @OANN,1,1,1,1
I should have left them in jail!,1,1,1,1
I should have fired him sooner,1,1,1,1
"I seldom, if ever, watch CNN",1,1,1,1
"I seldom, if ever, watch",1,1,1,1
IF YOU ARE NOT HAPPY HERE YOU CAN LEAVE!,1,1,1,1
ILLEGAL Witch Hunt,1,1,1,1
IMPEACHMENT HOAX,1,1,1,1
"If I make a statement, they twist it and turn it to make it sound bad or foolish",1,1,1,1
If something happens blame him,1,1,1,1
"If it were up to goofy Elizabeth Warren, we’d have no jobs in America",1,1,1,1
"If it were up to Sinema - drugs, crime and illegal traffic will be flowing into Arizona at an ever increasing pace",1,1,1,1
"If it is the Fake News @washingtonpost, add 10 points!",1,1,1,1
"If anyone is looking for a good lawyer, I would strongly suggest that you don’t retain the services of Michael Cohen!",1,1,1,1
"If Woody would’ve been w/me, he would’ve been in the playoffs",1,1,1,1
"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana",1,1,1,1
"If Obama worked as hard on straightening out our country as he has trying to protect and elect Hillary, we would all be much better off!",1,1,1,1
If I win-I am going to instruct my AG to get a special prosecutor to look into your situation,1,1,1,1
"If Cory Booker is the future of the Democratic Party, they have no future!",1,1,1,1
INSANE,1,1,1,1
"If China sells a car into the U.S., there is a tax of 2%. Does anybody think that is FAIR?",1,1,1,1
"If Chicago doesn't fix the horrible carnage going on, 228 shootings in 2017 with 42 killings (up 24% from 2016), I will send in the Feds!",1,1,1,1
"If Biden wins, China will OWN the USA",1,1,1,1
"If Biden Wins, the rioters, anarchists, arsonists, and flag-burners WIN",1,1,1,1
"If Biden Wins, the mob WINS",1,1,1,1
"If Biden Wins, China Wins",1,1,1,1
"If @MittRomney spent the same energy fighting Barack Obama as he does fighting Donald Trump, he could have won the race (maybe)!",1,1,1,1
"If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime ridden, overtaxed mess",1,1,1,1
"ISIS, China, Russia and all would love for her to be president",1,1,1,1
I seldom had time to return his many calls to me,1,1,1,1
I said ‘NO‘ and he dropped out,1,1,1,1
"If the Dems (Crooked Hillary) got elected, your stocks would be down 50%",1,1,1,1
"I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies",1,1,1,1
I don't believe he made memos except to help his own agenda,1,1,1,1
I don't believe I have been given any credit by the voters for self-funding my campaign,1,1,1,1
I didn’t like his ‘leadership’ style or much else about him,1,1,1,1
I did much better on 60 Minutes last week than President Obama did tonight,1,1,1,1
I couldn’t get rid of him fast enough,1,1,1,1
I could have told him long ago that he didn’t have what it takes,1,1,1,1
I call it a suppression poll,1,1,1,1
I barely know him,1,1,1,1
"I asked for his letter of resignation, & felt great about it",1,1,1,1
I am very disappointed in the United States Supreme Court,1,1,1,1
I am not a fan,1,1,1,1
I am no fan,1,1,1,1
I am extremely pleased to see that @CNN has finally been exposed as #FakeNews and garbage journalism. It's about time!,1,1,1,1
I agree with him that he is not the ’smartest person’,1,1,1,1
Hypocrites,1,1,1,1
Hypocrite!,1,1,1,1
Hypocrite,1,1,1,1
Hurts families badly,1,1,1,1
How the hell is Bruce Ohr still employed at the Justice Department?,1,1,1,1
How many times can the same people ask the same question?,1,1,1,1
How low has President Obama gone to tapp my phones during the very sacred election process,1,1,1,1
I don't need his angry advice,1,1,1,1
I don't watch it anymore,1,1,1,1
I don’t need their money or bad ideas,1,1,1,1
I know more about Cory than he knows about himself.,1,1,1,1
"I refuse to call Megyn Kelly a bimbo, because that would not be politically correct",1,1,1,1
I read the Fake News Washington Post as little as possible!,1,1,1,1
I ran him out of the race like a little boy,1,1,1,1
"I only hope you have the intelligence, long in doubt, to wage a successful primary campaign",1,1,1,1
I no longer watch,1,1,1,1
"I never watch Don Lemon, who I once called the 'dumbest man on television!'",1,1,1,1
I never called his wife a loser to him (another McCabe made up lie)!,1,1,1,1
I loved beating her,1,1,1,1
I like Mike Wallace better,1,1,1,1
"I just find it hard to watch, and always will, until they stand for the FLAG!",1,1,1,1
"I don’t talk the way I am quoted,  quotes were made up",1,1,1,1
"I have watched her violence, craziness and, most importantly, WORDS, for far too long",1,1,1,1
I have standing to sue him for not being a natural born citizen,1,1,1,1
I have never seen anything so Rigged in my life.,1,1,1,1
I have never been a fan of his!,1,1,1,1
I have beaten them at every turn,1,1,1,1
I hardly even knew this guy,1,1,1,1
I gave up on Drudge,1,1,1,1
I don’t watch Saturday Night Live (even though I past hosted it),1,1,1,1
I don’t think he even knows what office he's running for,1,1,1,1
"If the Democrats take control, kiss your newfound wealth goodbye!",1,1,1,1
"If the Dems had won the Presidential Election, the Market would be down 50%",1,1,1,1
Lamestream Media desperate to create the perception of chaos &  havoc,1,1,1,1
"I’ve beaten him and his very few remaining clients so much, and so badly",1,1,1,1
Just can't get much worse,1,1,1,1
"Just another tired, washed up Trump Hater",1,1,1,1
Just another clueless politician!,1,1,1,1
Just another HOAX!,1,1,1,1
Just another Democrat fraud,1,1,1,1
Just another @nytimes SCAM,1,1,1,1
Just a formula for RIGGING an Election,1,1,1,1
Just a conman at work,1,1,1,1
Just a Stein scam to raise money!,1,1,1,1
Just Pols,1,1,1,1
John McCain’s lapdog,1,1,1,1
Joe sleeps in his basement,1,1,1,1
Joe is lost!,1,1,1,1
Joe doesn’t know anything,1,1,1,1
Joe doesn’t have a clue!,1,1,1,1
Joe allows CRIME!,1,1,1,1
Joe Biden is a reclamation project. Some things are just not salvageable,1,1,1,1
Job killer!,1,1,1,1
Jeff ‘the Flake‘ Flake,1,1,1,1
Jeff Bozo,1,1,1,1
Jeb “Low Energy” Bush,1,1,1,1
